Misin01G000100	AT1G09020
Misin17G155500	None
Misin17G155600	None
Misin17G155700	AT3G53440
Misin17G155800	AT2G46860
Misin17G155900	None
Misin17G156000	AT1G43670
Misin17G156100	AT5G61520
Misin17G156200	None
Misin17G156300	None
Misin17G156400	AT5G09810
Misin17G156500	AT3G10910
Misin17G156600	AT3G18710
Misin17G156700	AT3G52440
Misin17G156800	AT1G08460
Misin17G156900	AT3G44200
Misin17G157000	AT3G52525
Misin17G157100	AT5G04820
Misin17G157200	AT3G11600
Misin17G157300	AT5G04760
Misin17G157400	AT5G22380
Misin17G157500	None
Misin17G157600	AT2G27460
Misin17G157700	AT2G27500
Misin17G157800	AT2G27510
Misin17G157900	AT1G27700
Misin17G158000	None
Misin17G158100	AT1G08290
Misin17G158200	AT2G27610
Misin17G158300	AT3G59320
Misin17G158400	None
Misin17G158500	AT3G59340
Misin17G158600	None
Misin17G158700	None
Misin17G158800	AT4G38180
Misin17G158900	AT3G28500
Misin17G159000	None
Misin17G159100	AT3G52240
Misin17G159200	AT2G36490
Misin17G159300	AT3G11240
Misin17G159400	AT3G11240
Misin17G159500	AT5G01260
Misin17G159600	AT5G05710
Misin17G159700	AT1G71440
Misin17G159800	AT4G10140
Misin17G159900	AT5G01240
Misin17G160000	AT1G61415
Misin17G160100	AT2G38110
Misin17G160200	AT2G29670
Misin17G160300	None
Misin17G160400	AT3G63060
Misin17G160500	AT2G39940
Misin17G160600	AT3G47000
Misin17G160700	None
Misin17G160800	AT2G38090
Misin17G160900	AT3G09070
Misin17G161000	AT1G65730
Misin17G161100	AT2G38060
Misin17G161200	AT4G37300
Misin17G161300	AT2G37980
Misin17G161400	AT1G65540
Misin17G161500	AT3G55240
Misin17G161600	AT5G02560
Misin17G161700	None
Misin17G161800	AT3G46060
Misin17G161900	AT5G59820
Misin17G162000	AT4G08520
Misin17G162100	AT5G59770
Misin17G162200	AT3G45980
Misin17G162300	AT5G59300
Misin17G162400	AT2G31170
Misin17G162500	AT3G12580
Misin17G162600	AT3G53740
Misin17G162700	AT2G46760
Misin17G162800	AT2G39370
Misin17G162900	AT3G09560
Misin17G163000	AT5G18520
Misin17G163100	AT4G16265
Misin17G163200	AT2G39340
Misin17G163300	AT4G21110
Misin17G163400	AT3G07070
Misin17G163500	None
Misin17G163600	AT5G03040
Misin17G163700	AT3G09670
Misin17G163700	None
Misin17G163800	AT2G37060
Misin17G163900	AT5G02370
Misin17G164000	AT5G02370
Misin17G164100	AT2G01480
Misin17G164200	AT3G53850
Misin17G164300	AT3G46040
Misin17G164300	AT5G59850
Misin17G164400	None
Misin17G164500	AT4G21105
Misin17G164600	AT2G29380
Misin17G164700	AT5G02130
Misin17G164800	AT3G11430
Misin17G164900	AT3G09320
Misin17G165000	AT3G55520
Misin17G165100	AT5G60020
Misin17G165200	AT5G07990
Misin17G165300	None
Misin17G165400	AT1G07510
Misin17G165500	AT5G61840
Misin17G165600	AT5G02320
Misin17G165700	AT2G37770
Misin17G165800	AT2G37790
Misin17G165900	AT2G37790
Misin17G166000	AT2G37770
Misin17G166100	None
Misin17G166200	AT2G39795
Misin17G166300	AT2G39805
Misin17G166400	AT3G53900
Misin17G166500	AT5G05987
Misin17G166600	AT3G55610
Misin17G166700	AT5G54680
Misin17G166800	AT5G02030
Misin17G166900	AT5G02020
Misin17G166900	None
Misin17G167000	AT5G02010
Misin17G167100	AT1G80190
Misin17G167200	AT3G53990
Misin17G167300	None
Misin17G167400	AT5G05930
Misin17G167500	None
Misin17G167600	AT5G05830
Misin17G167700	AT3G54020
Misin17G167800	AT3G54000
Misin17G167900	AT1G06840
Misin17G168000	AT5G58280
Misin17G168100	AT2G38610
Misin17G168200	None
Misin17G168300	AT1G30050
Misin17G168400	AT1G11900
Misin17G168500	AT5G24910
Misin17G168600	AT3G05975
Misin17G168700	None
Misin17G168800	AT1G22380
Misin17G168900	AT3G54190
Misin17G169000	AT2G38640
Misin17G169100	AT2G13620
Misin17G169200	AT4G10360
Misin17G169300	AT3G54220
Misin17G169400	AT2G38650
Misin17G169500	AT2G38540
Misin17G169600	AT1G79620
Misin17G169700	AT5G59710
Misin17G169800	AT3G08670
Misin17G169900	None
Misin17G170000	AT4G00350
Misin17G170100	AT5G58300
Misin17G170200	None
Misin17G170300	AT2G07640
Misin17G170400	AT3G08690
Misin17G170500	None
Misin17G170600	AT3G08710
Misin17G170700	AT5G01920
Misin17G170800	AT3G59190
Misin17G170900	None
Misin17G171000	None
Misin17G171100	None
Misin17G171200	AT1G51870
Misin17G171300	AT1G51805
Misin17G171400	AT5G05190
Misin17G171500	None
Misin17G171600	AT3G56400
Misin17G171700	None
Misin17G171800	AT3G56370
Misin17G171900	AT3G51580
Misin17G172000	AT3G10910
Misin17G172100	AT1G69530
Misin17G172200	AT1G67120
Misin17G172300	AT2G40590
Misin17G172400	None
Misin17G172500	AT1G06920
Misin17G172600	None
Misin17G172700	AT5G01830
Misin17G172800	AT2G30370
Misin17G172900	None
Misin17G173000	AT5G58380
Misin17G173100	AT5G46280
Misin17G173200	AT1G64950
Misin17G173300	None
Misin17G173400	AT2G30300
Misin17G173500	None
Misin17G173600	None
Misin17G173700	AT3G08860
Misin17G173800	AT2G38410
Misin17G173900	None
Misin17G174000	AT3G10980
Misin17G174100	AT2G38470
Misin17G174200	AT2G30230
Misin17G174300	AT5G01670
Misin17G174400	AT3G56140
Misin17G174500	AT2G40400
Misin17G174600	AT1G30370
Misin17G174700	AT2G38360
Misin17G174800	AT5G58430
Misin17G174900	None
Misin17G175000	AT2G40400
Misin17G175100	None
Misin17G175200	None
Misin17G175300	AT1G75490
Misin17G175400	AT5G05440
Misin17G175500	AT2G43190
Misin17G175600	AT1G17220
Misin17G175700	AT1G07090
Misin17G175800	AT1G24620
Misin17G175900	AT5G58530
Misin17G176000	None
Misin17G176100	None
Misin17G176200	None
Misin17G176300	None
Misin17G176400	AT5G05520
Misin17G176500	AT3G58030
Misin17G176600	AT3G11110
Misin17G176700	AT5G01300
Misin17G176800	AT2G38290
Misin17G176900	AT3G56040
Misin17G177000	AT2G31540
Misin17G177100	AT3G09660
Misin17G177200	AT5G02960
Misin17G177300	AT4G19180
Misin17G177400	None
Misin17G177500	AT3G10910
Misin17G177600	AT3G47300
Misin17G177700	AT3G51850
Misin17G177800	AT2G40120
Misin17G177900	AT4G08330
Misin17G178000	AT5G59970
Misin17G178100	AT1G58215
Misin17G178200	AT5G41380
Misin17G178300	AT5G41380
Misin17G178400	AT4G31130
Misin17G178500	AT3G55020
Misin17G178600	None
Misin17G178700	None
Misin17G178800	None
Misin17G178900	None
Misin17G179000	AT1G79230
Misin17G179100	AT2G25710
Misin17G179200	AT3G05950
Misin17G179300	AT1G20010
Misin17G179400	AT5G04980
Misin17G179500	AT1G48320
Misin17G179600	AT5G17770
Misin17G179700	AT1G55530
Misin17G179800	None
Misin17G179900	AT5G18240
Misin17G180000	AT5G15260
Misin17G180100	None
Misin17G180200	AT1G47570
Misin17G180300	None
Misin17G180400	None
Misin17G180500	AT2G36620
Misin17G180600	AT3G48280
Misin17G180700	None
Misin17G180800	None
Misin17G180900	AT2G01060
Misin17G181000	None
Misin17G181100	AT5G21090
Misin17G181200	None
Misin17G181300	AT5G21170
Misin17G181400	AT3G43720
Misin17G181500	None
Misin17G181600	AT3G43810
Misin17G181700	None
Misin17G181800	AT3G43810
Misin17G181900	AT1G05360
Misin17G181900	AT4G14950
Misin17G182000	AT1G73100
Misin17G182100	AT2G32760
Misin17G182200	None
Misin17G182300	AT5G17910
Misin17G182400	AT4G27950
Misin17G182500	AT4G18380
Misin17G182600	AT1G36050
Misin17G182700	AT1G77940
Misin17G182800	AT5G43280
Misin17G182900	AT5G21090
Misin17G183000	AT5G10980
Misin17G183100	AT1G10630
Misin17G183200	AT3G43720
Misin17G183300	AT5G18900
Misin17G183400	AT2G25710
Misin17G183500	AT1G79230
Misin17G183600	AT4G20770
Misin17G183700	AT3G56710
Misin17G183800	AT5G19360
Misin17G183900	AT3G12250
Misin17G184000	AT3G48730
Misin17G184100	AT3G14470
Misin17G184200	AT4G23140
Misin17G184300	AT3G57030
Misin17G184400	AT4G05200
Misin17G184500	AT5G48540
Misin17G184600	None
Misin17G184700	None
Misin17G184800	AT5G06150
Misin17G184900	AT2G30140
Misin17G185000	AT5G07050
Misin17G185100	None
Misin17G185200	AT2G40890
Misin17G185300	AT3G12480
Misin17G185400	AT3G12490
Misin17G185500	None
Misin17G185600	None
Misin17G185700	None
Misin17G185800	AT1G65440
Misin17G185900	None
Misin17G186000	AT3G02860
Misin17G186100	AT2G16770
Misin17G186200	None
Misin17G186300	AT3G57330
Misin17G186400	AT2G41560
Misin17G186500	AT2G41540
Misin17G186600	None
Misin17G186700	None
Misin17G186800	AT3G57270
Misin17G186900	AT5G04000
Misin17G187000	None
Misin17G187100	None
Misin17G187200	AT1G56190
Misin17G187300	AT1G79340
Misin17G187400	AT1G79340
Misin17G187500	AT5G48600
Misin17G187600	AT1G28360
Misin17G187700	AT5G44210
Misin17G187800	AT3G12490
Misin17G187900	AT2G10553
Misin17G188000	AT5G44280
Misin17G188100	None
Misin17G188200	AT5G53920
Misin17G188300	AT1G28320
Misin17G188400	None
Misin17G188500	None
Misin17G188600	None
Misin17G188700	None
Misin17G188800	None
Misin17G188900	None
Misin17G189000	AT3G20475
Misin17G189100	AT3G20475
Misin17G189200	AT1G54290
Misin17G189300	None
Misin17G189400	AT1G50660
Misin17G189500	None
Misin17G189600	None
Misin17G189700	None
Misin17G189800	None
Misin17G189900	AT1G05260
Misin17G190000	AT1G05260
Misin17G190100	AT1G05270
Misin17G190200	AT2G15480
Misin17G190300	AT2G15480
Misin17G190400	AT4G34139
Misin17G190500	AT3G20680
Misin17G190600	AT4G34139
Misin17G190700	None
Misin17G190800	AT3G59840
Misin17G190900	AT5G54660
Misin17G191000	AT3G49950
Misin17G191100	AT2G16030
Misin17G191200	None
Misin17G191300	AT5G54510
Misin17G191400	None
Misin17G191500	AT4G21380
Misin17G191600	AT4G21380
Misin17G191700	AT5G54500
Misin17G191800	AT1G61660
Misin17G191900	AT1G11360
Misin17G192000	None
Misin17G192100	None
Misin17G192200	AT4G21380
Misin17G192200	AT4G21390
Misin17G192200	AT4G27290
Misin17G192300	None
Misin17G192400	None
Misin17G192500	AT3G06190
Misin17G192600	AT1G53530
Misin17G192700	None
Misin17G192800	AT5G54250
Misin17G192900	AT3G18850
Misin17G193000	AT4G27390
Misin17G193100	AT1G03530
Misin17G193200	AT1G61250
Misin17G193300	AT1G11125
Misin17G193400	None
Misin17G193500	None
Misin17G193600	None
Misin17G193700	None
Misin17G193800	None
Misin17G193900	AT5G04590
Misin17G194000	None
Misin17G194100	None
Misin17G194200	AT1G04770
Misin17G194300	AT3G01311
Misin17G194400	AT5G04290
Misin17G194500	AT5G45910
Misin17G194600	AT3G23620
Misin17G194700	AT5G36800
Misin17G194800	AT1G08450
Misin17G194900	AT3G44350
Misin17G195000	AT5G45470
Misin17G195100	AT5G42980
Misin17G195200	None
Misin17G195300	AT1G19715
Misin17G195400	AT1G09850
Misin17G195500	AT5G43560
Misin17G195600	AT1G06750
Misin17G195700	AT5G09500
Misin17G195800	AT2G30570
Misin17G195900	None
Misin17G196000	AT4G02580
Misin17G196100	AT3G04820
Misin17G196200	AT3G22760
Misin17G196300	AT1G26470
Misin17G196400	AT3G29310
Misin17G196500	AT1G73965
Misin17G196600	AT3G01060
Misin17G196700	AT1G18650
Misin17G196800	None
Misin17G196900	AT3G49800
Misin17G197000	AT4G07960
Misin17G197100	None
Misin17G197200	AT4G19645
Misin17G197300	AT5G45120
Misin17G197400	AT2G32170
Misin17G197500	AT4G14350
Misin17G197600	None
Misin17G197700	AT3G22270
Misin17G197800	AT5G08415
Misin17G197900	AT1G16445
Misin17G198000	AT4G21070
Misin17G198100	None
Misin17G198200	AT5G46170
Misin17G198300	AT3G14400
Misin17G198400	AT3G14400
Misin17G198500	AT1G75510
Misin17G198600	AT3G45020
Misin17G198700	AT4G11060
Misin17G198800	AT3G22540
Misin17G198900	None
Misin17G199000	AT1G48900
Misin17G199100	AT2G32730
Misin17G199200	AT4G35150
Misin17G199300	AT4G35160
Misin17G199400	AT4G35160
Misin17G199500	AT4G35160
Misin17G199600	AT4G00690
Misin17G199700	AT1G28520
Misin17G199800	AT5G46020
Misin17G199900	None
Misin17G200000	None
Misin17G200100	AT3G24550
Misin17G200200	AT3G18820
Misin17G200300	AT2G01300
Misin17G200400	AT1G16920
Misin17G200500	AT1G06920
Misin17G200600	AT1G06410
Misin17G200700	AT1G78660
Misin17G200800	AT1G78680
Misin17G200900	AT4G00360
Misin17G201000	AT3G02550
Misin17G201100	AT2G16060
Misin17G201200	AT5G14105
Misin17G201300	AT1G29640
Misin17G201400	AT4G18930
Misin17G201500	AT1G65480
Misin17G201600	None
Misin17G201700	AT5G45670
Misin17G201800	AT5G60970
Misin17G201900	AT1G55900
Misin17G202000	None
Misin17G202100	AT1G71900
Misin17G202200	AT5G18790
Misin17G202300	AT1G70630
Misin17G202400	AT4G28950
Misin17G202500	AT4G18700
Misin17G202600	AT1G53320
Misin17G202700	AT2G30990
Misin17G202800	AT2G34140
Misin17G202900	AT5G60210
Misin17G203000	AT1G78440
Misin17G203100	None
Misin17G203200	None
Misin17G203300	None
Misin17G203400	AT3G48280
Misin17G203500	AT3G48280
Misin17G203600	AT3G48280
Misin17G203700	AT2G33860
Misin17G203800	AT4G35160
Misin17G203900	AT3G19510
Misin17G204000	AT1G29640
Misin17G204100	AT1G78580
Misin17G204200	AT1G28280
Misin17G204300	None
Misin17G204400	AT5G58950
Misin17G204500	AT4G32480
Misin17G204600	AT1G28240
Misin17G204700	AT4G16640
Misin17G204800	AT4G04910
Misin17G204900	AT1G15440
Misin17G205000	AT1G74310
Misin17G205100	AT2G25830
Misin17G205200	AT5G19690
Misin17G205300	None
Misin17G205400	AT3G16310
Misin17G205500	None
Misin17G205600	AT4G32900
Misin17G205700	AT4G32890
Misin17G205800	AT2G25780
Misin17G205900	AT1G52140
Misin17G206000	None
Misin17G206100	AT2G33860
Misin17G206200	AT1G06520
Misin17G206300	AT5G01450
Misin17G206400	AT1G63640
Misin17G206500	AT3G16360
Misin17G206600	None
Misin17G206700	AT2G25740
Misin17G206800	AT2G43780
Misin17G206900	AT5G19730
Misin17G207000	AT3G16490
Misin17G207100	AT4G29130
Misin17G207200	AT5G25930
Misin17G207300	AT3G55400
Misin17G207400	AT3G16500
Misin17G207500	AT3G51190
Misin17G207600	AT2G19770
Misin17G207700	AT2G19770
Misin17G207800	AT5G56550
Misin17G207900	AT2G35680
Misin17G208000	None
Misin17G208100	AT4G26270
Misin17G208200	AT1G51980
Misin17G208300	AT2G19210
Misin17G208400	AT4G02750
Misin17G208500	AT2G25900
Misin17G208600	AT5G52880
Misin17G208700	AT4G23630
Misin17G208800	AT3G61550
Misin17G208900	AT2G46150
Misin17G209000	AT3G16520
Misin17G209100	AT3G16520
Misin17G209200	None
Misin17G209300	None
Misin17G209400	AT3G16520
Misin17G209500	AT3G16520
Misin17G209600	AT1G64060
Misin17G209700	AT1G16740
Misin17G209800	AT1G67250
Misin17G209900	AT5G41570
Misin17G210000	None
Misin17G210100	AT2G20120
Misin17G210200	AT4G14440
Misin17G210300	AT1G29330
Misin17G210400	AT1G53400
Misin17G210500	AT4G18820
Misin17G210600	AT3G01090
Misin17G210700	AT3G01090
Misin17G210800	AT4G18880
Misin17G210900	None
Misin17G211000	AT3G14830
Misin17G211100	None
Misin17G211200	None
Misin17G211300	AT1G79450
Misin17G211400	AT2G42750
Misin17G211500	None
Misin17G211600	AT4G18820
Misin17G211700	None
Misin17G211800	AT3G14830
Misin17G211900	AT4G18880
Misin17G212000	AT3G01090
Misin17G212100	None
Misin17G212200	AT2G34260
Misin17G212300	AT2G42800
Misin17G212400	AT1G29640
Misin17G212500	AT1G29640
Misin17G212600	AT1G28290
Misin17G212700	AT2G34700
Misin17G212800	AT1G28240
Misin17G212900	AT4G12540
Misin17G213000	None
Misin17G213100	None
Misin17G213200	AT4G17520
Misin17G213300	AT5G56760
Misin17G213400	AT4G18240
Misin17G213500	None
Misin17G213600	AT4G29480
Misin17G213700	AT5G53350
Misin17G213800	AT3G49240
Misin17G213900	AT5G24270
Misin17G214000	AT3G24450
Misin17G214100	AT1G80000
Misin17G214200	AT4G13350
Misin17G214300	AT5G56480
Misin17G214400	AT4G39530
Misin17G214500	AT2G19440
Misin17G214600	AT1G74320
Misin17G214700	AT1G18485
Misin17G214800	AT2G32320
Misin17G214900	AT3G17380
Misin17G215000	AT1G34120
Misin17G215100	AT1G71710
Misin17G215200	AT5G03740
Misin17G215300	AT5G12890
Misin17G215400	AT1G74690
Misin17G215500	AT1G76200
Misin17G215600	AT2G39990
Misin17G215700	AT5G15090
Misin17G215800	AT3G54320
Misin17G215900	AT1G72610
Misin17G216000	AT5G62530
Misin17G216100	AT5G62530
Misin17G216200	AT1G22740
Misin17G216300	AT5G64810
Misin17G216400	None
Misin17G216500	AT1G17580
Misin17G216500	AT1G54560
Misin17G216500	AT5G20490
Misin17G216600	AT5G20490
Misin17G216700	AT1G72770
Misin17G216800	AT1G72990
Misin17G216900	None
Misin17G217000	None
Misin17G217100	AT3G47560
Misin17G217200	AT2G19480
Misin17G217300	AT2G26070
Misin17G217400	AT5G04500
Misin17G217500	AT5G26680
Misin17G217600	AT4G29660
Misin17G217700	AT3G13860
Misin17G217800	AT1G09830
Misin17G217900	AT5G56980
Misin17G218000	AT1G72670
Misin17G218100	AT5G11950
Misin17G218200	AT3G21330
Misin17G218300	None
Misin17G218400	None
Misin17G218500	None
Misin17G218600	AT1G55340
Misin17G218700	None
Misin17G218800	AT1G73040
Misin17G218900	AT2G19730
Misin17G219000	AT2G46540
Misin17G219100	AT5G53050
Misin17G219200	AT3G09360
Misin17G219300	AT3G24350
Misin17G219400	None
Misin17G219500	AT3G07040
Misin17G219600	None
Misin17G219700	AT1G52690
Misin17G219800	AT3G06820
Misin17G219900	AT1G15400
Misin17G220000	AT1G80170
Misin17G220100	AT1G70500
Misin17G220200	AT2G47340
Misin17G220300	AT3G05510
Misin17G220400	AT1G14290
Misin17G220500	AT5G14850
Misin17G220600	AT3G16080
Misin17G220700	None
Misin17G220800	AT3G06820
Misin17G220900	AT1G15400
Misin17G221000	AT1G80170
Misin17G221100	AT3G56490
Misin17G221200	AT1G70500
Misin17G221300	AT2G47340
Misin17G221400	AT1G14290
Misin17G221500	None
Misin17G221600	None
Misin17G221700	AT5G14530
Misin17G221800	AT5G47770
Misin17G221900	None
Misin17G222000	AT5G53460
Misin17G222100	AT5G26660
Misin17G222200	AT4G39150
Misin17G222300	AT4G22880
Misin17G222400	AT4G39170
Misin17G222500	None
Misin17G222600	AT3G57660
Misin17G222700	AT2G18290
Misin17G222800	AT3G23270
Misin17G222800	AT4G14368
Misin17G222900	None
Misin17G223000	None
Misin17G223100	None
Misin17G223200	AT1G29850
Misin17G223300	None
Misin17G223400	AT3G10330
Misin17G223500	AT3G10330
Misin17G223600	AT1G02520
Misin17G223700	AT1G02520
Misin17G223800	None
Misin17G223900	None
Misin17G224000	AT3G21610
Misin17G224100	AT3G18000
Misin17G224200	AT2G01600
Misin17G224300	AT1G68830
Misin17G224400	AT1G68825
Misin17G224500	AT1G68825
Misin17G224600	AT1G15420
Misin17G224700	None
Misin17G224800	AT4G05530
Misin17G224900	None
Misin17G225000	AT1G18440
Misin17G225100	AT4G29840
Misin17G225200	AT5G61840
Misin17G225300	AT5G61840
Misin17G225400	None
Misin17G225500	AT3G14470
Misin17G225600	None
Misin17G225700	AT3G14470
Misin17G225800	None
Misin17G225900	AT1G68400
Misin17G226000	AT3G14470
Misin17G226100	None
Misin17G226200	None
Misin17G226300	AT3G14470
Misin17G226400	AT1G80560
Misin17G226500	None
Misin17G226600	AT3G14470
Misin17G226700	AT2G27035
Misin17G226800	AT4G01140
Misin17G226900	AT3G14470
Misin17G227000	None
Misin17G227100	None
Misin17G227200	None
Misin17G227300	None
Misin17G227400	None
Misin17G227500	None
Misin17G227600	AT3G14470
Misin17G227700	None
Misin17G227800	AT3G08980
Misin17G227900	AT3G14470
Misin17G228000	None
Misin17G228100	ArthMp045
Misin17G228200	None
Misin17G228300	AT2G07627
Misin17G228400	ArthMp007
Misin17G228500	ArthCp026
Misin17G228600	None
Misin17G228700	AT3G14470
Misin17G228800	None
Misin17G228900	None
Misin17G229000	AT3G44670
Misin17G229100	None
Misin17G229200	None
Misin17G229300	AT1G68840
Misin17G229400	AT1G15080
Misin17G229500	None
Misin17G229600	AT1G45180
Misin17G229700	AT1G66840
Misin17G229800	AT3G19980
Misin17G229900	AT3G07870
Misin17G230000	None
Misin17G230100	AT1G18390
Misin17G230200	AT1G67040
Misin17G230300	AT5G14790
Misin17G230400	AT1G25370
Misin17G230500	AT1G25370
Misin17G230600	AT1G25370
Misin17G230700	AT1G31817
Misin17G230800	AT1G68460
Misin17G230900	AT3G18390
Misin17G231000	None
Misin17G231100	AT2G41630
Misin17G231200	AT3G27230
Misin17G231300	None
Misin17G231400	None
Misin17G231500	AT1G18080
Misin17G231600	AT5G57500
Misin17G231700	AT4G34550
Misin17G231800	AT5G49610
Misin17G231900	None
Misin17G232000	None
Misin17G232100	AT2G01275
Misin17G232200	AT3G03280
Misin17G232300	AT4G27510
Misin17G232400	None
Misin17G232500	AT5G08680
Misin17G232600	AT2G36890
Misin17G232700	AT3G09740
Misin17G232800	AT1G66740
Misin17G232900	None
Misin17G233000	None
Misin17G233100	AT1G15150
Misin17G233100	AT1G71140
Misin17G233200	AT1G70190
Misin17G233300	AT5G49540
Misin17G233400	AT1G15110
Misin17G233500	AT1G71150
Misin17G233600	AT5G25510
Misin17G233700	AT4G32590
Misin17G233800	AT5G53460
Misin17G233900	AT5G53460
Misin17G234000	AT5G20320
Misin17G234100	AT5G53460
Misin17G234200	None
Misin17G234300	AT1G07070
Misin17G234400	AT4G13400
Misin17G234500	None
Misin17G234600	AT4G13400
Misin17G234700	AT5G42080
Misin17G234800	AT5G53390
Misin17G234900	AT1G73320
Misin17G235000	AT5G23910
Misin17G235100	AT3G61750
Misin17G235200	None
Misin17G235300	None
Misin17G235400	AT4G20300
Misin17G235500	AT3G50910
Misin17G235600	AT1G30840
Misin17G235700	None
Misin17G235800	AT3G12700
Misin17G235900	AT3G15180
Misin17G236000	AT1G28380
Misin17G236100	AT1G53025
Misin17G236200	None
Misin17G236300	None
Misin17G236400	AT4G14960
Misin17G236500	AT2G33770
Misin17G236600	None
Misin17G236700	None
Misin17G236800	AT1G69750
Misin17G236900	AT2G44970
Misin17G237000	AT1G69750
Misin17G237100	AT1G74340
Misin17G237200	AT3G61620
Misin17G237300	AT4G28910
Misin17G237400	AT1G74340
Misin17G237500	AT3G61620
Misin17G237600	AT2G20080
Misin17G237700	None
Misin17G237800	AT2G22670
Misin17G237900	AT1G27600
Misin17G238000	AT2G40010
Misin17G238100	AT1G79830
Misin17G238200	AT1G52230
Misin17G238300	AT1G76660
Misin17G238400	AT3G24620
Misin17G238500	AT3G14880
Misin17G238600	AT4G18640
Misin17G238700	AT5G19580
Misin17G238800	AT1G53320
Misin17G238900	None
Misin17G239000	AT2G20560
Misin17G239100	AT3G05700
Misin17G239200	AT4G28300
Misin17G239300	None
Misin17G239400	AT1G53000
Misin17G239500	None
Misin17G239600	AT2G31081
Misin17G239700	AT1G78440
Misin17G239800	AT1G16890
Misin17G239900	None
Misin17G240000	AT5G44180
Misin17G240100	AT5G59300
Misin17G240200	None
Misin17G240300	None
Misin17G240400	AT5G59300
Misin17G240500	AT3G46460
Misin17G240600	AT4G28500
Misin17G240700	AT5G46070
Misin17G240800	None
Misin17G240900	None
Misin17G241000	AT2G33860
Misin17G241100	AT3G15150
Misin17G241200	AT2G44860
Misin17G241300	AT5G03170
Misin17G241400	AT5G44130
Misin17G241500	AT1G28480
Misin17G241600	AT5G44150
Misin17G241700	AT5G44170
Misin17G241800	AT5G42820
Misin17G241900	AT5G42940
Misin17G242000	AT5G60860
Misin17G242100	AT5G45980
Misin17G242200	AT3G25690
Misin17G242300	AT5G20280
Misin17G242400	AT1G17080
Misin17G242500	None
Misin17G242600	AT2G34480
Misin17G242700	AT2G30890
Misin17G242800	AT1G13570
Misin17G242900	AT2G34470
Misin17G243000	None
Misin17G243100	AT4G29120
Misin17G243200	AT1G29860
Misin17G243300	AT2G42880
Misin17G243400	AT4G20980
Misin17G243500	AT1G29390
Misin17G243600	AT2G34420
Misin17G243700	AT1G29350
Misin17G243800	AT1G11910
Misin17G243900	AT4G04450
Misin17G244000	None
Misin17G244100	AT3G49180
Misin17G244200	AT5G66470
Misin17G244300	AT4G25730
Misin17G244400	AT4G39250
Misin17G244500	AT3G50880
Misin17G244600	AT1G19450
Misin17G244700	None
Misin17G244800	AT1G19450
Misin17G244800	AT1G75220
Misin17G244900	None
Misin17G245000	None
Misin17G245100	AT2G18380
Misin17G245200	None
Misin17G245300	AT1G75220
Misin17G245400	AT1G75220
Misin17G245500	None
Misin17G245600	AT4G22220
Misin17G245700	AT3G53810
Misin17G245800	AT2G37710
Misin17G245900	AT1G70420
Misin17G246000	AT3G27880
Misin17G246100	AT3G27925
Misin17G246200	AT3G56160
Misin17G246300	None
Misin17G246400	AT5G52910
Misin17G246500	AT5G52960
Misin17G246600	AT2G46270
Misin17G246700	None
Misin17G246800	AT3G25620
Misin17G246900	AT3G61610
Misin17G247000	AT1G60710
Misin17G247100	None
Misin17G247200	AT1G21230
Misin17G247300	AT5G15802
Misin17G247400	None
Misin17G247500	AT4G19003
Misin17G247600	None
Misin17G247700	AT3G17675
Misin17G247800	AT2G46340
Misin17G247900	AT4G01037
Misin17G248000	None
Misin17G248100	AT4G23810
Misin17G248200	AT1G64355
Misin17G248300	None
Misin17G248400	AT1G64380
Misin17G248500	None
Misin17G248600	AT2G29380
Misin17G248700	AT3G47570
Misin17G248800	AT5G39680
Misin17G248900	AT1G64385
Misin17G249000	AT1G65930
Misin17G249100	AT2G24840
Misin17G249200	AT1G30820
Misin17G249300	AT2G37060
Misin17G249400	AT2G37060
Misin17G249500	AT1G78410
Misin17G249600	AT4G24130
Misin17G249700	AT3G58610
Misin17G249800	AT2G27430
Misin17G249900	None
Misin17G250000	None
Misin17G250100	AT3G25690
Misin17G250200	AT4G18550
Misin17G250300	AT4G18550
Misin17G250400	AT1G53240
Misin17G250400	AT3G15020
Misin17G250500	AT5G55190
Misin17G250600	None
Misin17G250700	None
Misin17G250800	AT2G25605
Misin17G250900	AT1G15510
Misin17G251000	None
Misin17G251100	AT3G12810
Misin17G251200	AT2G25625
Misin17G251300	AT2G25625
Misin17G251400	None
Misin17G251500	AT1G66810
Misin17G251600	AT2G33840
Misin17G251700	AT1G52800
Misin17G251800	None
Misin17G251900	AT4G14300
Misin17G252000	AT3G18570
Misin17G252100	AT3G25690
Misin17G252200	AT1G73670
Misin17G252300	None
Misin17G252400	AT2G25710
Misin17G252500	AT1G79230
Misin17G252600	AT2G13600
Misin17G252700	AT1G79230
Misin17G252800	None
Misin17G252900	AT3G44590
Misin17G253000	AT2G32060
Misin17G253100	AT3G25640
Misin17G253200	AT5G15860
Misin17G253300	AT1G18530
Misin17G253400	AT3G22750
Misin17G253500	AT3G27930
Misin17G253600	AT5G62810
Misin17G253700	None
Misin17G253800	AT5G14700
Misin17G253900	AT1G60590
Misin17G254000	AT3G50870
Misin17G254100	None
Misin17G254200	None
Misin17G254300	AT1G75220
Misin17G254400	AT1G19480
Misin17G254500	AT4G05160
Misin17G254600	AT4G24660
Misin17G254700	AT2G21650
Misin17G254800	AT1G75250
Misin17G254900	None
Misin17G255000	None
Misin17G255100	AT4G36520
Misin17G255200	AT5G63370
